,"name","specie","esd","opt","type","group","kingdom","phylum","class","order","family","genus"
"672","Rhynchonereella bongraini","Rhynchonereella bongraini",1536.68549839116,943.665370360165,"walking predacious","Invertebrate","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Rhynchonereella"
"673","Robertsonia chesapeakensis","Robertsonia chesapeakensis",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Harpacticoida","Miraciidae","Robertsonia"
"674","Rosacea cymbiformis","Rosacea cymbiformis",3200,741.619848709566,"Siphonophorae","Jellyfish","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Prayidae","Rosacea"
"675","Sagitta elegans","Sagitta elegans",1788.85438199983,479.583152331272,"swimming predacious","Invertebrate","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta"
"676","Sagitta elegans","Sagitta elegans",236.220236220354,77.459666924148,"swimming predacious","Invertebrate","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta"
"677","Sagitta elegans","Sagitta elegans",681.909084849293,141.42135623731,"swimming predacious","Invertebrate","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta"
"678","Sagitta elegans","Sagitta elegans",236.220236220354,69.282032302755,"swimming predacious","Invertebrate","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta"
"679","Sagitta elegans","Sagitta elegans",4384.0620433566,264.575131106459,"swimming predacious","Invertebrate","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta"
"68","Athorybia rosacea","Athorybia rosacea",2200,1414.2135623731,"Siphonophorae","Jellyfish","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Agalmatidae","Athorybia"
"680","Sagitta elegans","Sagitta elegans",2156.38586528478,200,"swimming predacious","Invertebrate","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta"
"681","Sagitta elegans","Sagitta elegans",1385.6406460551,651.920240520265,"swimming predacious","Invertebrate","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta"
"682","Sagitta elegans","Sagitta elegans",2156.38586528478,474.341649025257,"swimming predacious","Invertebrate","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta"
"683","Sagitta elegans","Sagitta elegans",632.455532033676,433.012701892219,"swimming predacious","Invertebrate","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta"
"684","Sagitta elegans","Sagitta elegans",979.795897113271,447.213595499958,"swimming predacious","Invertebrate","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta"
"685","Sagitta elegans","Sagitta elegans",1788.85438199983,367.423461417477,"swimming predacious","Invertebrate","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta"
"686","Sagitta elegans","Sagitta elegans",4384.0620433566,547.722557505166,"swimming predacious","Invertebrate","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta"
"687","Sagitta elegans","Sagitta elegans",681.909084849293,173.205080756888,"swimming predacious","Invertebrate","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta"
"688","Sagitta enflata","Sagitta enflata",551.361950083609,284.604989415154,"swimming predacious","Invertebrate","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta"
"689","Sagitta friederici","Sagitta friederici",1240.96736459909,264.575131106459,"swimming predacious","Invertebrate","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta"
"69","Atolla wyvillei","Atolla wyvillei",14202.4808461499,1588.81582727107,"Scyphozoa","Jellyfish","Animalia","Cnidaria","Scyphozoa","Coronatae","Atollidae","Atolla"
"690","Sagitta hispida","Sagitta hispida",558.569601750758,132.28756555323,"swimming predacious","Invertebrate","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta"
"691","Sagitta hispida","Sagitta hispida",1873.49939951952,236.643191323985,"swimming predacious","Invertebrate","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta"
"692","Sagitta marri","Sagitta marri",1354.09222154214,2203.24673341026,"swimming predacious","Invertebrate","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta"
"693","Sagitta minima","Sagitta minima",972.625313263026,158.113883008419,"swimming predacious","Invertebrate","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta"
"694","Sagitta setosa","Sagitta setosa",1897.36659610103,324.037034920393,"swimming predacious","Invertebrate","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta"
"695","Sagitta setosa","Sagitta setosa",600,178.885438199983,"swimming predacious","Invertebrate","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta"
"696","Salpa cylindrica","Salpa cylindrica",4100,19.748417658132,"Salp","Jellyfish","Animalia","Chordata","Thaliacea","Salpida","Salpidae","Salpa"
"697","Salpa thompsoni","Salpa thompsoni",6442.33253015115,1927.57321040705,"Salp","Jellyfish","Animalia","Chordata","Thaliacea","Salpida","Salpidae","Salpa"
"698","Scomber scombrus","Scomber scombrus",72933.7782125393,22361.2370887829,"piscivorous","Fish","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Scomber"
"699","Scophthalmus aquosus","Scophthalmus aquosus",81956.8407402613,13365.0461757198,"piscivorous","Fish","Animalia","Chordata","Teleostei","Pleuronectiformes","Scophthalmidae","Scophthalmus"
"7","Acanthocyclops vernalis","Acanthocyclops vernalis",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"70","Aulactinia stella","Aulactinia stella",10081.7794444485,6381.94662429796,"sessile predacious","Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Aulactinia"
"700","Scorpaenodes sp.","Scorpaenodes sp.",2133.45363861707,161.369398188186,"predacious","Fish","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Scorpaenodes"
"701","Scottolana canadensis","Scottolana canadensis",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Polyarthra","Canuellidae","Scottolana"
"702","scurria  araucana","scurria  araucana",3367.78060192126,4570.78149734083,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda",,"Lottiidae","Scurria"
"703","scurria  ceciliana","scurria  ceciliana",4413.0410150344,4570.78149734083,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda",,"Lottiidae","Scurria"
"704","scurria  plana","scurria  plana",3855.1464208141,4570.78149734083,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda",,"Lottiidae","Scurria"
"705","scurria scurra","scurria scurra",13435.9496042613,4570.78149734083,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda",,"Lottiidae","Scurria"
"706","scurria variabilis","scurria variabilis",8305.66118415415,4570.78149734083,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda",,"Lottiidae","Scurria"
"707","scurria viridula","scurria viridula",15203.3654013283,4570.78149734083,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda",,"Lottiidae","Scurria"
"708","scurria zebrina","scurria zebrina",17834.1579626042,4570.78149734083,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda",,"Lottiidae","Scurria"
"709","Scyliorhinus canicula ","Scyliorhinus canicula ",91570.7730725618,42026.1897047911,"piscivorous","Fish","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","Scyliorhinus"
"71","Aulactinia verrucosa","Aulactinia verrucosa",8986.59131070048,6007.11223723023,"sessile predacious","Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Aulactinia"
"710","Sebastes sp.","Sebastes sp.",3247.9999057188,2983.12917357501,"planktivorous","Fish","Animalia","Chordata","Teleostei","Perciformes","Sebastidae","Sebastes"
"711","Semibalanus balanoides","Semibalanus balanoides",4041.92132186846,616.480222073676,"sessile predacious","Invertebrate","Animalia","Arthropoda","Thecostraca","Balanomorpha","Balanidae","Semibalanus"
"712","Sericostoma personatum","Sericostoma personatum",1574.52553187461,609.649112092676,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"713","Serolella bouveri","Serolella bouveri",5758.82382296972,11565.4392624423,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Serolidae","Serolella"
"714","Serolis polita","Serolis polita",5758.82382296972,11565.4392624423,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Isopoda","Serolidae","Serolis"
"715","Serratella ignita","Serratella ignita",963.981207966997,618.47051375227,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"716","Sialis fuliginosa","Sialis fuliginosa",1663.35701871324,1203.26629600932,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"717","Sialis lutaria","Sialis lutaria",2814.30792811461,1177.63512363913,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"718","Silicularia rosea","Silicularia rosea",1613.64508502764,1307.36166567599,"sessile predacious","Invertebrate","Animalia","Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","Silicularia"
"719","Simulium equinum","Simulium equinum",677.580381881712,639.220719448092,"sessile predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"72","Aurelia aurita","Aurelia aurita",21378.8869030305,424.667067731039,"Scyphozoa","Jellyfish","Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Ulmaridae","Aurelia"
"720","Simulium erythrocephalum","Simulium erythrocephalum",997.688969294422,609.649112092676,"sessile predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"721","Simulium intermedium","Simulium intermedium",966.347834333413,639.220719448092,"sessile predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"722","Simulium lundstromi","Simulium lundstromi",997.688969294422,618.47051375227,"sessile predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"723","siphonaria lesoni","siphonaria lesoni",3251.55642083574,4570.78149734083,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Siphonariida","Siphonariidae","Siphonaria"
"724","Siphonoperla torrentium","Siphonoperla torrentium",1072.12044761643,954.763595532048,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"725","Six-species","Six-species",70710.6781186548,31.622776601684,"Salp","Jellyfish","NA","NA","NA","NA","NA","NA"
"726","Solaster dawsoni","Solaster dawsoni",11272.5165178683,19529.3892467575,"walking predacious","Invertebrate","Animalia","Echinodermata","Asteroidea","Valvatida","Solasteridae","Solaster"
"727","Solmundella bitentaculata","Solmundella bitentaculata",18471.6251125732,2990.26587343699,"swimming predacious","Invertebrate","Animalia","Cnidaria","Hydrozoa","Narcomedusae","Solmundaeginidae","Solmundella"
"728","Sotalia fluviatilis","Sotalia fluviatilis",392344.099769132,62182.3492826381,"Fish","Mammals","NA","NA","NA","NA","NA","NA"
"729","Sotalia guianensis","Sotalia guianensis",457439.636138768,84527.9738971949,"Fish","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Delphinidae","Sotalia"
"73","Aurelia aurita","Aurelia aurita",16201.8517460196,2345.20787991171,"Scyphozoa","Jellyfish","Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Ulmaridae","Aurelia"
"730","Sperchon glandulosus","Sperchon glandulosus",655.146556497435,462.498553880529,"swimming predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"731","Sphaeronectes gracilis","Sphaeronectes gracilis",800,519.615242270663,"Siphonophorae","Jellyfish","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Sphaeronectidae","Sphaeronectes"
"732","Squalus acanthias","Squalus acanthias",167345.297628458,29937.5045476753,"piscivorous","Fish","Animalia","Chordata","Elasmobranchii","Squaliformes","Squalidae","Squalus"
"733","Stenoperla prasinia","Stenoperla prasinia",1330.38503012477,485.177725155581,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"734","Stenosemella ventricosa","Stenosemella ventricosa",62,5.92452529743945,"Ciliates","Plankton","Chromista","Ciliophora","Oligotrichea","Choreotrichida","Codonellopsidae","Stenosemella"
"735","Sterechinus antarcticus","Sterechinus antarcticus",25320.5674615647,16377.3289129262,"walking predacious","Invertebrate","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinidae","Sterechinus"
"736","Sterechinus neumayeri","Sterechinus neumayeri",17692.9313274704,19776.6229515266,"walking predacious","Invertebrate","Animalia","Echinodermata","Echinoidea","Camarodonta","Echinidae","Sterechinus"
"737","stichaster striatus","stichaster striatus",25517.6226045226,12407.009817988,"walking predacious","Invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Stichasteridae","Stichaster"
"738","Stoeckeria algicida","Stoeckeria algicida",13.9,11.5,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinoflagellata incertae sedis",,,"Stoeckeria"
"739","Stramonita haemastoma","Stramonita haemastoma",14979.7540161569,5401.13594827823,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Stramonita"
"74","Austrocidaris canaliculata","Austrocidaris canaliculata",11934.3048730611,2673.00923514395,"walking predacious","Invertebrate","Animalia","Echinodermata","Echinoidea","Cidaroida","Cidaridae","Austrocidaris"
"740","Strobilidium sp.","Strobilidium sp.",40,6.10245852095694,"Ciliates","Plankton","NA","NA","NA","NA","NA","NA"
"741","Strobilidium spiralis","Strobilidium spiralis",54.7722557505166,4.84974226119286,"Ciliates","Plankton","Chromista","Ciliophora","Oligotrichea","Choreotrichida","Strobilidiidae","Strobilidium"
"742","Strombidium reticulatum","Strombidium reticulatum",42,7.9,"Ciliates","Plankton","Chromista","Ciliophora","Oligotrichea","Oligotrichida","Strombidiidae","Strombidium"
"743","Strombidium sp.","Strombidium sp.",20,2.8,"Ciliates","Plankton","Chromista","Ciliophora","Oligotrichea","Oligotrichida","Strombidiidae","Strombidium"
"744","Strombidium spp","Strombidium spp",25,3.70405183549043,"Ciliates","Plankton","Chromista","Ciliophora","Oligotrichea","Oligotrichida","Strombidiidae","Strombidium"
"745","Strombidium vestitum","Strombidium vestitum",26,2.1,"Ciliates","Plankton","Chromista","Ciliophora","Oligotrichea","Oligotrichida","Strombidiidae","Strombidium"
"746","Sulculeolaria chuni","Sulculeolaria chuni",1200,282.842712474619,"Siphonophorae","Jellyfish","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Sulculeolaria"
"747","Sulculeolaria quadrivalvis","Sulculeolaria quadrivalvis",800,346.410161513775,"Siphonophorae","Jellyfish","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Sulculeolaria"
"748","Sulculeolaria quadrivalvis","Sulculeolaria quadrivalvis",800,707.106781186548,"Siphonophorae","Jellyfish","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Sulculeolaria"
"749","Symbiodinium sp.","Symbiodinium sp.",11.1,11.5,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Suessiales","Symbiodiniaceae","Symbiodinium"
"75","Austrodoris kerguelenensis","Austrodoris kerguelenensis",18656.3536183706,25615.0190547619,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Dorididae","Austrodoris"
"751","Sympetrum scoticum","Sympetrum scoticum",11722.7315975459,7332.24593664384,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"752","Takayama helix","Takayama helix",27.4,31.2,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Brachidiniaceae","Takayama"
"753","Takayama helix","Takayama helix",27.4,15,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Brachidiniaceae","Takayama"
"754","Takayama helix","Takayama helix",27.4,20.4,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Brachidiniaceae","Takayama"
"755","Takayama tasmanica","Takayama tasmanica",24.3,21.9,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Brachidiniaceae","Takayama"
"756","Temora longicornis","Temora longicornis",558,15,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Calanoida","Temoridae","Temora"
"757","Temora longicornis","Temora longicornis",563.92626615601,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Calanoida","Temoridae","Temora"
"758","Temora stylifera","Temora stylifera",563.92626615601,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Calanoida","Temoridae","Temora"
"759","Temora turbinata","Temora turbinata",563.92626615601,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Calanoida","Temoridae","Temora"
"76","Balaena mysticetus","Balaena mysticetus",3923440.99769132,6218.23492826382,"Zooplankton","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenidae","Balaena"
"760","Thalamita crenata","Thalamita crenata",15988.4016707559,8028.91554245841,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Portunidae","Thalamita"
"761","Thalia democratica","Thalia democratica",7700,7.874007874012,"Salp","Jellyfish","Animalia","Chordata","Thaliacea","Salpida","Salpidae","Thalia"
"762","Themisto gaudichaudii","Themisto gaudichaudii",6119.66348389174,1637.73289129262,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Hyperiidae","Themisto"
"763","Theragra chalcogramma","Theragra chalcogramma",3942.95608378977,161.332718321898,"planktivorous","Fish","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Theragra"
"764","Thunnus alalunga ","Thunnus alalunga ",219794.883511675,9112.21588102452,"piscivorous","Fish","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Thunnus"
"765","Thunnus albacares","Thunnus albacares",376893.360999854,12809.0617646434,"predacious","Fish","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Thunnus"
"766","Thunnus obesus","Thunnus obesus",300239.129275776,16305.3323890842,"piscivorous","Fish","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Thunnus"
"767","Thunnus thynnus","Thunnus thynnus",638163.39983239,28052.649174262,"piscivorous","Fish","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Thunnus"
"768","Thysanoessa macrura","Thysanoessa macrura",6592.20765050887,2763.46871226203,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Thysanoessa"
"769","Thysanoessa raschii","Thysanoessa raschii",4041.92677733456,1070.95054581372,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","Thysanoessa"
"77","Balaenoptera acutorostrata","Balaenoptera acutorostrata",2292629.05787855,5758.82382296972,"Zooplankton","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"770","Tintinnopsis beroidea","Tintinnopsis beroidea",54,3.42928563989645,"Ciliates","Plankton","Chromista","Ciliophora","Oligotrichea","Choreotrichida","Codonellidae","Tintinnopsis"
"771","Tisbe furcata","Tisbe furcata",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Harpacticoida","Tisbidae","Tisbe"
"772","tonicia  benaventii","tonicia  benaventii",22719.0368663061,4570.78149734083,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"773","tonicia  chilensis","tonicia  chilensis",22719.0368663061,4570.78149734083,"walking predacious","Invertebrate","Animalia","Mollusca","Polyplacophora","Chitonida","Chitonidae","Tonicia"
"774","tonicia  elegans","tonicia  elegans",22719.0368663061,4570.78149734083,"walking predacious","Invertebrate","Animalia","Mollusca","Polyplacophora","Chitonida","Chitonidae","Tonicia"
"775","Tortanus discaudatus","Tortanus discaudatus",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Calanoida","Tortanidae","Tortanus"
"776","Trachurus trachurus","Trachurus trachurus",53129.8126482539,6907.25432641327,"piscivorous","Fish","Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Trachurus"
"777","Trisopterus luscus","Trisopterus luscus",100142.160275751,22119.9867986838,"piscivorous","Fish","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Trisopterus"
"778","Trisopterus minutus","Trisopterus minutus",38242.7283601194,8019.02770543186,"piscivorous","Fish","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Trisopterus"
"779","Tritoniella belli","Tritoniella belli",8743.59045590235,16377.3289129262,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Tritoniidae","Tritoniella"
"78","Balaenoptera borealis","Balaenoptera borealis",3365119.25208321,3365.11925208321,"Zooplankton","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"780","Trophon longstaffi","Trophon longstaffi",791.877934993055,2840.49616922998,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Trophon"
"781","Tropocyclops prasinus","Tropocyclops prasinus",235.630036067747,143.585645620551,"swimming predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"782","Tryphosella murrayi","Tryphosella murrayi",13540.9222154214,11171.4122687261,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Tryphosidae","Tryphosella"
"783","Tubularia ralphii","Tubularia ralphii",3811.82650202541,1588.81582727107,"sessile predacious","Invertebrate","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Tubulariidae","Tubularia"
"784","Turbularia indivisa","Turbularia indivisa",14167.6784590991,616.480222073676,"sessile predacious","Invertebrate","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Tubulariidae","Tubularia"
"785","Tursiops truncatus","Tursiops truncatus",533335.459444651,144655.114223718,"Fish","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Delphinidae","Tursiops"
"786","Unspecified","Unspecified",10,2.41453929352993,"Flagellate","Plankton","NA","NA","NA","NA","NA","NA"
"787","Upogebia macginitieorum","Upogebia macginitieorum",25013.1870958318,410.80526490823,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Upogebiidae","Upogebia"
"788","Uristes gigas","Uristes gigas",10406.0153720115,13540.9222154214,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Uristidae","Uristes"
"789","Urophycis regia","Urophycis regia",62581.0997258114,10692.0369405758,"piscivorous","Fish","Animalia","Chordata","Teleostei","Gadiformes","Phycidae","Urophycis"
"79","Balaenoptera edeni","Balaenoptera edeni",3365119.25208321,72499.2965278222,"Fish","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"790","Urophycis tenuis","Urophycis tenuis",120629.829670278,40095.1385271593,"piscivorous","Fish","Animalia","Chordata","Teleostei","Gadiformes","Phycidae","Urophycis"
"791","Urophysis chuss","Urophysis chuss",100509.951934385,10849.8809084657,"piscivorous","Fish","Animalia","Chordata","Teleostei","Gadiformes","Phycidae","Urophycis"
"792","Urosalpinx cinerea","Urosalpinx cinerea",3457.41453252607,3457.41453252607,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Neogastropoda","Muricidae","Urosalpinx"
"793","Ursus maritimus","Ursus maritimus",1821099.99242226,57588.2382296972,"Mammal","Mammals","Animalia","Chordata","Mammalia","Carnivora","Ursidae","Ursus"
"794","Urticinopsis antarctica","Urticinopsis antarctica",16377.3289129262,6442.33253015115,"sessile predacious","Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Urticinopsis"
"795","Vanadis antarctica","Vanadis antarctica",1952.93892467575,1588.81582727107,"walking predacious","Invertebrate","Animalia","Annelida","Polychaeta","Phyllodocida","Phyllodocidae","Vanadis"
"796","Vibilia antarctica","Vibilia antarctica",594.471932086807,1637.73289129262,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Vibiliidae","Vibilia"
"797","Vibilia stebbingi","Vibilia stebbingi",594.471932086807,1637.73289129262,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Vibiliidae","Vibilia"
"798","Waldeckia obesa","Waldeckia obesa",13540.9222154214,13184.4153010177,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Lysianassidae","Waldeckia"
"799","Woloszynskia cincta","Woloszynskia cincta",13.4,11.5,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Tovelliales","Tovelliaceae","Woloszynskia"
"8","acanthocyclus gayi","acanthocyclus gayi",22557.551102182,15203.3654013283,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Belliidae","Acanthocyclus"
"80","Balaenoptera musculus","Balaenoptera musculus",6714295.62905789,9855.23820692924,"Zooplankton","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"800","Xiphias gladius","Xiphias gladius",549874.233492725,39207.1880625379,"predacious","Fish","Animalia","Chordata","Teleostei","Carangiformes","Xiphiidae","Xiphias"
"801","Yihiella yeosuensis","Yihiella yeosuensis",7.8,5.6,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Suessiales","Suessiaceae","Yihiella"
"802","Zalophus californianus","Zalophus californianus",912712.06736076,621823.492826381,"Fish","Mammals","Animalia","Chordata","Mammalia","Carnivora","Otariidae","Zalophus"
"803","Zausodes arenicolus","Zausodes arenicolus",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Harpacticoida","Harpacticidae","Zausodes"
"804","Zeus faber","Zeus faber",24096.7278851744,11517.6476459394,"piscivorous","Fish","Animalia","Chordata","Teleostei","Zeiformes","Zeidae","Zeus"
"805","Ziphius cavirostris","Ziphius cavirostris",533335.459444651,91271.206736076,"Squid","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Ziphiidae","Ziphius"
"806","Zygabikodinium lenticulatum","Zygabikodinium lenticulatum",50,35.2,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Peridiniales","Kolkwitziellaceae","Zygabikodinium"
"82","Balaenoptera physalus","Balaenoptera physalus",4574396.36138768,5333.35459444652,"Zooplankton","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Balaenopteridae","Balaenoptera"
"83","Balanion comatum","Balanion comatum",17,6.32455532033676,"Ciliates","Plankton","Chromista","Ciliophora","Prostomatea","Prorodontida","Balanionidae","Balanion"
"84","Balanus flosculus nauplii","Balanus flosculus nauplii",860,20,"Meroplankton","Invertebrate","NA","NA","NA","NA","NA","NA"
"85","Barrukia cristata","Barrukia cristata",19529.3892467575,14511.3267143912,"walking predacious","Invertebrate","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Barrukia"
"86","Baseodiscus antarcticus","Baseodiscus antarcticus",222916.966138244,17487.1809118047,"walking predacious","Invertebrate","Animalia","Nemertea","Pilidiophora","Heteronemertea","Valenciniidae","Baseodiscus"
"87","Bassia bassensis","Bassia bassensis",400,692.820323027551,"Siphonophorae","Jellyfish","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Abylidae","Bassia"
"88","Bathybiaster loripes","Bathybiaster loripes",24710.1940717201,15366.8549839116,"walking predacious","Invertebrate","Animalia","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Bathybiaster"
"89","Bathydoris clavigera","Bathydoris clavigera",18656.3536183706,6285.13933519191,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Bathydorididae","Bathydoris"
